,level_0,index,Date,Sales,Dollar Volume,Average Price,Median Price,Total Listings,Months Invntory,County,Oil Price,Unemployment
953,953,3,04/01/11,1,146000,146000,146000,,,Fayette,109.53,5.5
954,954,4,05/01/11,4,298350,74588,54675,,,Fayette,100.9,5.7
955,955,5,06/01/11,,,,,,,Fayette,96.26,6.5
956,956,6,07/01/11,4,1371000,342750,338000,,,Fayette,97.3,6.2
957,957,7,08/01/11,2,218000,109000,109000,,,Fayette,86.33,5.9
958,958,8,09/01/11,3,1134500,378167,427000,,,Fayette,85.52,6
959,959,9,10/01/11,3,348000,116000,137000,,,Fayette,86.32,5.4
960,960,10,11/01/11,2,204000,102000,102000,,,Fayette,97.16,5.2
961,961,11,12/01/11,1,77000,77000,77000,,,Fayette,98.56,5
962,962,12,01/01/12,3,1429760,476587,269900,,,Fayette,100.27,5.3
963,963,13,02/01/12,1,99500,99500,99500,,,Fayette,102.2,5.1
964,964,14,03/01/12,3,504192,168064,170000,,,Fayette,106.16,#N/A
965,965,15,04/01/12,5,928600,185720,124500,,,Fayette,103.32,#N/A
966,966,16,05/01/12,3,574000,191333,230000,,,Fayette,94.66,4.8
967,967,17,06/01/12,2,915000,457500,457500,,,Fayette,82.3,5.3
968,968,18,07/01/12,,,,,,,Fayette,87.9,5.3
969,969,19,08/01/12,3,454000,151333,170000,,,Fayette,94.13,#N/A
970,970,20,09/01/12,2,359000,179500,179500,,,Fayette,94.51,#N/A
971,971,21,10/01/12,2,512500,256250,256250,,,Fayette,89.49,4.6
972,972,22,11/01/12,2,328000,164000,164000,,,Fayette,86.53,4.4
973,973,23,12/01/12,1,233564,233564,233564,,,Fayette,87.86,#N/A
974,974,24,01/01/13,3,330000,110000,45000,,,Fayette,94.76,5
975,975,25,02/01/13,5,1006000,201200,134000,,,Fayette,95.31,4.6
976,976,26,03/01/13,2,221500,110750,110750,,,Fayette,92.94,4.5
977,977,27,04/01/13,4,1087000,271750,226500,,,Fayette,92.02,4.2
978,978,28,05/01/13,4,1331500,332875,312750,,,Fayette,94.51,4.4
979,979,29,06/01/13,4,990930,247732,183750,,,Fayette,95.77,4.9
980,980,30,07/01/13,4,537900,134475,136450,,,Fayette,104.67,4.7
981,981,31,08/01/13,1,79900,79900,79900,,,Fayette,106.57,4.5
982,982,32,09/01/13,5,952050,190410,174900,,,Fayette,106.29,4.4
983,983,33,10/01/13,4,978589,244647,289500,,,Fayette,100.54,4.2
984,984,34,11/01/13,1,225500,225500,225500,,,Fayette,93.86,3.9
985,985,35,12/01/13,2,635000,317500,317500,,,Fayette,97.63,3.6
986,986,36,01/01/14,5,1306700,261340,275000,,,Fayette,94.62,3.7
987,987,37,02/01/14,6,1978000,329667,335500,,,Fayette,100.82,3.6
988,988,38,03/01/14,5,1299360,259872,218000,,,Fayette,100.8,3.5
989,989,39,04/01/14,22,5335409,242519,175250,,,Fayette,102.07,3
990,990,40,05/01/14,25,6378500,255140,235000,,,Fayette,102.18,3.3
991,991,41,06/01/14,15,3245000,216333,135500,,,Fayette,105.79,3.6
992,992,42,07/01/14,18,5214952,289720,238500,,,Fayette,103.59,3.8
993,993,43,08/01/14,21,4682068,222956,193000,,,Fayette,96.54,3.7
994,994,44,09/01/14,19,3540500,186342,149500,,,Fayette,93.21,3.5
995,995,45,10/01/14,17,8539500,502324,145000,,,Fayette,84.4,3.3
996,996,46,11/01/14,18,3246750,180375,133750,,,Fayette,75.79,3.2
997,997,47,12/01/14,17,3568898,209935,165000,,,Fayette,59.29,2.9
998,998,48,01/01/15,14,2774539,198181,184950,147,9,Fayette,47.22,3.3
999,999,49,02/01/15,12,3760010,313334,230000,162,9.6,Fayette,50.58,3.2
1000,1000,50,03/01/15,21,6790789,323371,150555,166,9.1,Fayette,47.82,2.9
1001,1001,51,04/01/15,13,2910532,223887,235000,190,10.9,Fayette,54.45,3
1002,1002,52,05/01/15,31,9289040,299646,190000,197,10.9,Fayette,59.27,3.2
1003,1003,53,06/01/15,27,3784300,140159,125000,173,9.1,Fayette,59.82,3.6
1004,1004,54,07/01/15,29,8456534,291605,225000,164,8.2,Fayette,50.9,3.7
1005,1005,55,08/01/15,17,4599830,270578,207000,179,9.1,Fayette,42.87,3.6
1006,1006,56,09/01/15,19,3390500,178447,200000,195,10,Fayette,45.48,3.6
1007,1007,57,10/01/15,27,6168611,228467,189500,177,8.7,Fayette,46.22,3.5
1008,1008,58,11/01/15,3,649900,216633,134900,174,9.1,Fayette,42.44,3.4
1009,1009,59,12/01/15,7,1256500,179500,185000,174,9.5,Fayette,37.19,3.3
1010,1010,60,01/01/16,18,4769711,264984,214500,181,7.8,Fayette,31.68,3.4
1011,1011,61,02/01/16,20,4389500,219475,182250,186,7.8,Fayette,30.32,3.4
1012,1012,62,03/01/16,16,4404750,275297,171000,186,8,Fayette,37.55,3.6
1013,1013,63,04/01/16,19,6746850,355097,180000,205,8.7,Fayette,40.75,3.4
1014,1014,64,05/01/16,17,3301500,194206,160000,216,9.7,Fayette,46.71,3.3
1015,1015,65,06/01/16,31,8032823,259123,174000,216,9.7,Fayette,48.76,3.8
1016,1016,66,07/01/16,27,7768463,287721,215000,213,9.8,Fayette,44.65,4.1
1017,1017,67,08/01/16,31,7248754,233831,155000,206,9.1,Fayette,44.72,4.1
1018,1018,68,09/01/16,19,5379938,283155,224500,221,9.9,Fayette,45.18,4
1019,1019,69,10/01/16,17,4059550,238797,208750,223,10.5,Fayette,49.78,3.7
1020,1020,70,11/01/16,15,4404322,293621,209000,215,10,Fayette,45.66,3.5
1021,1021,71,12/01/16,32,5817300,181791,157000,196,9,Fayette,51.97,3.8
4368,4368,0,01/01/11,385,87609620,227557,189000,3972,6.4,Fort_Bend,89.17,#N/A
4369,4369,1,02/01/11,496,111789629,225382,190000,3971,6.3,Fort_Bend,88.58,#N/A
4370,4370,2,03/01/11,659,156506795,237491,212500,4216,6.8,Fort_Bend,102.86,#N/A
4371,4371,3,04/01/11,637,142998255,224487,190000,4292,7,Fort_Bend,109.53,#N/A
4372,4372,4,05/01/11,764,183857008,240651,202500,4280,7,Fort_Bend,100.9,#N/A
4373,4373,5,06/01/11,869,225011168,258931,229000,4367,7,Fort_Bend,96.26,#N/A
4374,4374,6,07/01/11,782,196331184,251063,213464,4307,6.9,Fort_Bend,97.3,#N/A
4375,4375,7,08/01/11,823,193182729,234730,207055,4073,6.4,Fort_Bend,86.33,#N/A
4376,4376,8,09/01/11,693,160189098,231153,205000,3967,6.1,Fort_Bend,85.52,#N/A
4377,4377,9,10/01/11,559,123251761,220486,200000,3741,5.7,Fort_Bend,86.32,#N/A
4378,4378,10,11/01/11,629,148170193,235565,207500,3526,5.3,Fort_Bend,97.16,#N/A
4379,4379,11,12/01/11,705,172390060,244525,209000,3291,4.9,Fort_Bend,98.56,#N/A
4380,4380,12,01/01/12,434,94884926,218629,190600,3372,5,Fort_Bend,100.27,#N/A
4381,4381,13,02/01/12,585,134477107,229875,194000,3360,5,Fort_Bend,102.2,#N/A
4382,4382,14,03/01/12,751,177821581,236780,209000,3454,5,Fort_Bend,106.16,#N/A
4383,4383,15,04/01/12,767,187247369,244130,214900,3581,5.1,Fort_Bend,103.32,#N/A
4384,4384,16,05/01/12,947,234590920,247720,212000,3524,4.9,Fort_Bend,94.66,#N/A
4385,4385,17,06/01/12,1024,259580649,253497,215000,3468,4.8,Fort_Bend,82.3,#N/A
4386,4386,18,07/01/12,1071,276555436,258222,223667,3347,4.5,Fort_Bend,87.9,#N/A
4387,4387,19,08/01/12,1047,256787327,245260,209900,3150,4.1,Fort_Bend,94.13,#N/A
4388,4388,20,09/01/12,756,173650037,229696,207000,2908,3.8,Fort_Bend,94.51,#N/A
4389,4389,21,10/01/12,819,195698041,238948,216391,2707,3.4,Fort_Bend,89.49,#N/A
4390,4390,22,11/01/12,781,195483636,250299,215000,2511,3.1,Fort_Bend,86.53,#N/A
4391,4391,23,12/01/12,842,214481738,254729,216720,2269,2.8,Fort_Bend,87.86,#N/A
4392,4392,24,01/01/13,583,136151185,233535,204900,2278,2.7,Fort_Bend,94.76,#N/A
4393,4393,25,02/01/13,640,151629526,236921,208250,2318,2.8,Fort_Bend,95.31,#N/A
4394,4394,26,03/01/13,870,215057103,247192,225000,2152,2.5,Fort_Bend,92.94,#N/A
4395,4395,27,04/01/13,1004,270178670,269102,235650,2055,2.4,Fort_Bend,92.02,#N/A
4396,4396,28,05/01/13,1400,389244882,278032,254000,2076,2.3,Fort_Bend,94.51,#N/A
4397,4397,29,06/01/13,1188,346230011,291439,250000,2206,2.4,Fort_Bend,95.77,#N/A
4398,4398,30,07/01/13,1237,350767736,283563,250000,2255,2.4,Fort_Bend,104.67,#N/A
4399,4399,31,08/01/13,1190,339128818,284982,249500,2179,2.3,Fort_Bend,106.57,#N/A
4400,4400,32,09/01/13,965,272034548,281901,242911,2170,2.3,Fort_Bend,106.29,#N/A
4401,4401,33,10/01/13,895,245962574,274819,236250,2084,2.2,Fort_Bend,100.54,#N/A
4402,4402,34,11/01/13,768,218433397,284418,245000,1909,2,Fort_Bend,93.86,#N/A
4403,4403,35,12/01/13,921,269687767,292821,259000,1716,1.8,Fort_Bend,97.63,#N/A
4404,4404,36,01/01/14,603,162257974,269085,238000,1791,1.8,Fort_Bend,94.62,#N/A
4405,4405,37,02/01/14,707,196222291,277542,249464,1803,1.8,Fort_Bend,100.82,#N/A
4406,4406,38,03/01/14,912,267791452,293631,260000,1937,2,Fort_Bend,100.8,#N/A
4407,4407,39,04/01/14,959,290016127,302415,260502,1977,2,Fort_Bend,102.07,#N/A
4408,4408,40,05/01/14,1054,318598246,302275,263650,2221,2.3,Fort_Bend,102.18,#N/A
4409,4409,41,06/01/14,1242,399121912,321354,285386,2375,2.5,Fort_Bend,105.79,#N/A
4410,4410,42,07/01/14,1122,355975695,317269,274680,2328,2.5,Fort_Bend,103.59,#N/A
4411,4411,43,08/01/14,1180,366650490,310721,279000,2281,2.4,Fort_Bend,96.54,#N/A
4412,4412,44,09/01/14,1021,303746293,297499,259900,2187,2.3,Fort_Bend,93.21,#N/A
4413,4413,45,10/01/14,918,277992989,302825,267000,2071,2.2,Fort_Bend,84.4,#N/A
4414,4414,46,11/01/14,777,242529176,312135,270000,1954,2.1,Fort_Bend,75.79,#N/A
4415,4415,47,12/01/14,1015,327230973,322395,285000,1918,2,Fort_Bend,59.29,#N/A
4416,4416,48,01/01/15,612,183854153,300415,266411,2164,2.3,Fort_Bend,47.22,#N/A
4417,4417,49,02/01/15,668,192685104,288451,262750,2310,2.4,Fort_Bend,50.58,#N/A
4418,4418,50,03/01/15,966,293839649,304182,278400,2314,2.4,Fort_Bend,47.82,#N/A
4419,4419,51,04/01/15,915,284170963,310569,277000,2506,2.6,Fort_Bend,54.45,#N/A
4420,4420,52,05/01/15,1011,317902947,314444,285000,2648,2.8,Fort_Bend,59.27,#N/A
4421,4421,53,06/01/15,1216,395883860,325562,287250,2870,3,Fort_Bend,59.82,#N/A
4422,4422,54,07/01/15,1193,382803019,320874,287000,3056,3.2,Fort_Bend,50.9,#N/A
4423,4423,55,08/01/15,1164,372191713,319752,280000,3030,3.2,Fort_Bend,42.87,#N/A
4424,4424,56,09/01/15,966,304515940,315234,284805,2925,3.1,Fort_Bend,45.48,#N/A
4425,4425,57,10/01/15,867,270014760,311436,279500,2907,3.1,Fort_Bend,46.22,#N/A
4426,4426,58,11/01/15,710,218292360,307454,265000,2787,3,Fort_Bend,42.44,#N/A
4427,4427,59,12/01/15,1018,323526960,317806,287235,2647,2.8,Fort_Bend,37.19,#N/A
4428,4428,60,01/01/16,580,169832257,292814,265450,2843,3,Fort_Bend,31.68,#N/A
4429,4429,61,02/01/16,658,188247536,286090,255000,2944,3.1,Fort_Bend,30.32,#N/A
4430,4430,62,03/01/16,937,282568981,301568,265000,3177,3.4,Fort_Bend,37.55,#N/A
4431,4431,63,04/01/16,903,271596231,300771,272500,3281,3.5,Fort_Bend,40.75,#N/A
4432,4432,64,05/01/16,1096,340206199,310407,279995,3391,3.6,Fort_Bend,46.71,#N/A
4433,4433,65,06/01/16,1200,393875406,328230,293200,3749,4,Fort_Bend,48.76,#N/A
4434,4434,66,07/01/16,1048,337660048,322195,290000,3906,4.2,Fort_Bend,44.65,#N/A
4435,4435,67,08/01/16,1232,387017554,314138,277519,3875,4.1,Fort_Bend,44.72,#N/A
4436,4436,68,09/01/16,922,278438793,301994,267500,3652,3.9,Fort_Bend,45.18,#N/A
4437,4437,69,10/01/16,862,258128396,299453,268000,3485,3.7,Fort_Bend,49.78,#N/A
4438,4438,70,11/01/16,867,262845643,303167,271000,3295,3.5,Fort_Bend,45.66,#N/A
4439,4439,71,12/01/16,998,312365497,312991,279000,3117,3.3,Fort_Bend,51.97,#N/A
3514,3514,0,01/01/11,219,39587675,180766,135000,,,Galveston,89.17,9.3
3515,3515,1,02/01/11,248,46362050,186944,159950,,,Galveston,88.58,8.9
3516,3516,2,03/01/11,331,62899817,190030,156800,,,Galveston,102.86,8.7
3517,3517,3,04/01/11,370,69930402,189001,159250,,,Galveston,109.53,8.5
3518,3518,4,05/01/11,367,68828419,187543,160000,,,Galveston,100.9,8.7
3519,3519,5,06/01/11,387,72872471,188301,160000,,,Galveston,96.26,9.5
3520,3520,6,07/01/11,348,62852357,180610,146500,,,Galveston,97.3,9.4
3521,3521,7,08/01/11,411,74293428,180763,149900,,,Galveston,86.33,9.1
3522,3522,8,09/01/11,344,66380664,192967,162200,,,Galveston,85.52,8.9
3523,3523,9,10/01/11,303,59813914,197406,163500,,,Galveston,86.32,8.5
3524,3524,10,11/01/11,277,52579572,189818,147000,,,Galveston,97.16,8.3
3525,3525,11,12/01/11,322,61263581,190260,160000,,,Galveston,98.56,8.1
3526,3526,12,01/01/12,224,39455016,176138,135000,,,Galveston,100.27,8.4
3527,3527,13,02/01/12,301,57858475,192221,158000,,,Galveston,102.2,8
3528,3528,14,03/01/12,348,63352443,182047,160000,,,Galveston,106.16,#N/A
3529,3529,15,04/01/12,380,71158413,187259,159950,,,Galveston,103.32,#N/A
3530,3530,16,05/01/12,482,95188960,197487,168000,,,Galveston,94.66,7.6
3531,3531,17,06/01/12,457,91902057,201099,172500,,,Galveston,82.3,8.3
3532,3532,18,07/01/12,448,86747799,193633,170000,,,Galveston,87.9,8.2
3533,3533,19,08/01/12,458,84593302,184702,152000,,,Galveston,94.13,#N/A
3534,3534,20,09/01/12,346,67460072,194971,167625,,,Galveston,94.51,#N/A
3535,3535,21,10/01/12,388,76079750,196082,165000,,,Galveston,89.49,7.1
3536,3536,22,11/01/12,340,68868168,202553,165850,,,Galveston,86.53,6.8
3537,3537,23,12/01/12,339,70422803,207737,168000,,,Galveston,87.86,#N/A
3538,3538,24,01/01/13,264,45975530,174150,141995,,,Galveston,94.76,7.6
3539,3539,25,02/01/13,331,66998487,202412,160000,,,Galveston,95.31,7.1
3540,3540,26,03/01/13,408,82014920,201017,168500,,,Galveston,92.94,6.9
3541,3541,27,04/01/13,447,91061191,203716,170000,,,Galveston,92.02,6.6
3542,3542,28,05/01/13,547,114880191,210019,173200,,,Galveston,94.51,6.8
3543,3543,29,06/01/13,523,118968581,227473,185900,,,Galveston,95.77,7.5
3544,3544,30,07/01/13,597,133509325,223634,179800,,,Galveston,104.67,7.2
3545,3545,31,08/01/13,580,130577247,225133,183750,,,Galveston,106.57,7
3546,3546,32,09/01/13,439,93612030,213239,179000,,,Galveston,106.29,6.7
3547,3547,33,10/01/13,440,97375761,221309,174500,,,Galveston,100.54,6.5
3548,3548,34,11/01/13,348,70092586,201415,169900,,,Galveston,93.86,6.2
3549,3549,35,12/01/13,403,87757913,217762,172000,,,Galveston,97.63,5.8
3550,3550,36,01/01/14,281,57383149,204210,165000,,,Galveston,94.62,6.2
3551,3551,37,02/01/14,388,83212151,214464,177514,,,Galveston,100.82,6
3552,3552,38,03/01/14,445,94342999,212007,182500,,,Galveston,100.8,5.9
3553,3553,39,04/01/14,543,111834878,205957,175500,,,Galveston,102.07,5.2
3554,3554,40,05/01/14,574,133166926,231998,195800,,,Galveston,102.18,5.4
3555,3555,41,06/01/14,625,142177828,227485,190000,,,Galveston,105.79,6
3556,3556,42,07/01/14,604,134556591,222776,180000,,,Galveston,103.59,6.2
3557,3557,43,08/01/14,611,143811918,235371,198000,,,Galveston,96.54,6
3558,3558,44,09/01/14,494,110800325,224292,192750,,,Galveston,93.21,5.4
3559,3559,45,10/01/14,489,108930626,222762,178000,,,Galveston,84.4,5.1
3560,3560,46,11/01/14,404,88283925,218525,185000,,,Galveston,75.79,5.1
3561,3561,47,12/01/14,460,105867188,230146,195000,,,Galveston,59.29,4.8
3562,3562,48,01/01/15,297,63042001,212263,185000,1831,3.7,Galveston,47.22,5.2
3563,3563,49,02/01/15,392,86296611,220144,192500,1872,3.8,Galveston,50.58,5
3564,3564,50,03/01/15,485,109049528,224844,185000,1843,3.7,Galveston,47.82,4.8
3565,3565,51,04/01/15,515,127550762,247671,200000,1914,3.9,Galveston,54.45,4.5
3566,3566,52,05/01/15,537,127711907,237825,206000,2034,4.1,Galveston,59.27,4.7
3567,3567,53,06/01/15,580,141193100,243436,207350,2069,4.2,Galveston,59.82,5.3
3568,3568,54,07/01/15,632,146507557,231816,202375,2069,4.2,Galveston,50.9,5.4
3569,3569,55,08/01/15,544,124020638,227979,200000,2039,4.2,Galveston,42.87,5.2
3570,3570,56,09/01/15,533,127010796,238294,205000,1992,4.1,Galveston,45.48,5
3571,3571,57,10/01/15,472,111635936,236517,200000,1911,3.9,Galveston,46.22,4.9
3572,3572,58,11/01/15,353,78419006,222150,188000,1800,3.7,Galveston,42.44,5
3573,3573,59,12/01/15,457,104033574,227645,195475,1629,3.4,Galveston,37.19,4.9
3574,3574,60,01/01/16,295,67728209,229587,190000,1688,3.5,Galveston,31.68,5
3575,3575,61,02/01/16,386,88422167,229073,204000,1721,3.6,Galveston,30.32,4.8
3576,3576,62,03/01/16,556,126650920,227789,204166,1805,3.7,Galveston,37.55,5
3577,3577,63,04/01/16,528,129193041,244684,215000,1817,3.7,Galveston,40.75,4.8
3578,3578,64,05/01/16,620,156713954,252764,215000,1866,3.8,Galveston,46.71,4.8
3579,3579,65,06/01/16,629,158646197,252220,219900,1985,4,Galveston,48.76,5.5
3580,3580,66,07/01/16,591,140077088,237017,210000,2035,4.1,Galveston,44.65,5.9
3581,3581,67,08/01/16,623,151844546,243731,207100,2051,4.1,Galveston,44.72,5.9
3582,3582,68,09/01/16,517,130155548,251752,218909,2054,4.1,Galveston,45.18,5.9
3583,3583,69,10/01/16,502,123623016,246261,217945,2006,4,Galveston,49.78,5.2
3584,3584,70,11/01/16,423,103391326,244424,214900,1917,3.8,Galveston,45.66,5.1
3585,3585,71,12/01/16,449,113143140,251989,220619,1799,3.5,Galveston,51.97,5.6
2849,2849,0,01/01/11,2,437400,218700,218700,,,Gonzales,89.17,7
2850,2850,1,02/01/11,1,45000,45000,45000,,,Gonzales,88.58,6.7
2851,2851,2,03/01/11,5,558200,111640,63000,,,Gonzales,102.86,6.3
2852,2852,3,04/01/11,,,,,,,Gonzales,109.53,6
2853,2853,4,05/01/11,8,776500,97062,84250,,,Gonzales,100.9,6.1
2854,2854,5,06/01/11,8,1270000,158750,132750,,,Gonzales,96.26,6.8
2855,2855,6,07/01/11,8,1814870,226859,83485,,,Gonzales,97.3,6.6
2856,2856,7,08/01/11,6,844900,140817,106000,,,Gonzales,86.33,6.2
2857,2857,8,09/01/11,4,1112344,278086,288961,,,Gonzales,85.52,6.1
2858,2858,9,10/01/11,5,526000,105200,104000,,,Gonzales,86.32,5.7
2859,2859,10,11/01/11,3,875750,291917,248500,,,Gonzales,97.16,5.3
2860,2860,11,12/01/11,5,544000,108800,116000,,,Gonzales,98.56,5.1
2861,2861,12,01/01/12,4,650500,162625,121000,,,Gonzales,100.27,5.5
2862,2862,13,02/01/12,4,719900,179975,124950,,,Gonzales,102.2,5.4
2863,2863,14,03/01/12,5,352500,70500,78000,,,Gonzales,106.16,#N/A
2864,2864,15,04/01/12,6,596300,99383,100000,,,Gonzales,103.32,#N/A
2865,2865,16,05/01/12,1,235000,235000,235000,,,Gonzales,94.66,4.9
2866,2866,17,06/01/12,4,476900,119225,129950,,,Gonzales,82.3,5.5
2867,2867,18,07/01/12,6,642939,107156,79970,,,Gonzales,87.9,5.6
2868,2868,19,08/01/12,6,358000,59667,41000,,,Gonzales,94.13,#N/A
2869,2869,20,09/01/12,4,514900,128725,94500,,,Gonzales,94.51,#N/A
2870,2870,21,10/01/12,5,879950,175990,225000,,,Gonzales,89.49,4.7
2871,2871,22,11/01/12,4,309750,77438,45125,,,Gonzales,86.53,4.5
2872,2872,23,12/01/12,3,358900,119633,75000,,,Gonzales,87.86,#N/A
2873,2873,24,01/01/13,2,618924,309462,309462,,,Gonzales,94.76,5.4
2874,2874,25,02/01/13,2,177462,88731,88731,,,Gonzales,95.31,5.5
2875,2875,26,03/01/13,2,583000,291500,291500,,,Gonzales,92.94,5.2
2876,2876,27,04/01/13,3,294900,98300,64900,,,Gonzales,92.02,5
2877,2877,28,05/01/13,6,912000,152000,143500,,,Gonzales,94.51,5.1
2878,2878,29,06/01/13,10,1532420,153242,166700,,,Gonzales,95.77,5.6
2879,2879,30,07/01/13,3,482000,160667,127000,,,Gonzales,104.67,5.4
2880,2880,31,08/01/13,6,785400,130900,98950,,,Gonzales,106.57,5.1
2881,2881,32,09/01/13,9,1144500,127167,114000,,,Gonzales,106.29,4.9
2882,2882,33,10/01/13,6,446900,74483,58000,,,Gonzales,100.54,4.8
2883,2883,34,11/01/13,8,1833711,229214,219000,,,Gonzales,93.86,4.7
2884,2884,35,12/01/13,4,621000,155250,135000,,,Gonzales,97.63,4.3
2885,2885,36,01/01/14,2,261400,130700,130700,,,Gonzales,94.62,4.4
2886,2886,37,02/01/14,9,1361458,151273,157759,,,Gonzales,100.82,4.4
2887,2887,38,03/01/14,7,1170400,167200,120000,,,Gonzales,100.8,4.1
2888,2888,39,04/01/14,3,399800,133267,74900,,,Gonzales,102.07,3.6
2889,2889,40,05/01/14,2,424900,212450,212450,,,Gonzales,102.18,3.7
2890,2890,41,06/01/14,4,613000,153250,128500,,,Gonzales,105.79,4.1
2891,2891,42,07/01/14,6,1096539,182756,177046,,,Gonzales,103.59,4.3
2892,2892,43,08/01/14,10,1056473,105647,86000,,,Gonzales,96.54,4
2893,2893,44,09/01/14,7,1161900,165986,169900,,,Gonzales,93.21,3.7
2894,2894,45,10/01/14,8,1188500,148562,143750,,,Gonzales,84.4,3.4
2895,2895,46,11/01/14,2,414000,207000,207000,,,Gonzales,75.79,3.4
2896,2896,47,12/01/14,6,744452,124075,121750,,,Gonzales,59.29,3.1
2897,2897,48,01/01/15,2,122500,61250,61250,38,6.9,Gonzales,47.22,3.6
2898,2898,49,02/01/15,6,2950000,491667,250000,31,5.9,Gonzales,50.58,3.5
2899,2899,50,03/01/15,8,1160555,145069,158036,38,7.1,Gonzales,47.82,3.3
2900,2900,51,04/01/15,6,1744997,290833,179998,49,8.8,Gonzales,54.45,3.2
2901,2901,52,05/01/15,5,937416,187483,181574,47,8.1,Gonzales,59.27,3.5
2902,2902,53,06/01/15,6,2065248,344208,335000,48,8,Gonzales,59.82,3.8
2903,2903,54,07/01/15,4,523500,130875,117500,50,8.6,Gonzales,50.9,4.1
2904,2904,55,08/01/15,5,741827,148365,167000,52,9.6,Gonzales,42.87,3.9
2905,2905,56,09/01/15,8,1691432,211429,207500,51,9.3,Gonzales,45.48,4.1
2906,2906,57,10/01/15,4,461400,115350,107500,59,11.4,Gonzales,46.22,4
2907,2907,58,11/01/15,7,1109720,158531,165000,61,10.9,Gonzales,42.44,4.1
2908,2908,59,12/01/15,7,1013400,144771,110000,61,10.8,Gonzales,37.19,3.8
2909,2909,60,01/01/16,4,552500,138125,126500,65,11.1,Gonzales,31.68,4.2
2910,2910,61,02/01/16,6,1375500,229250,137500,60,10.3,Gonzales,30.32,4
2911,2911,62,03/01/16,5,1290000,258000,310000,53,9.5,Gonzales,37.55,4.3
2912,2912,63,04/01/16,8,1171763,146470,141882,55,9.6,Gonzales,40.75,4
2913,2913,64,05/01/16,7,1789000,255571,135000,54,9.1,Gonzales,46.71,4
2914,2914,65,06/01/16,12,2140945,178412,154750,49,7.6,Gonzales,48.76,4.6
2915,2915,66,07/01/16,12,2391500,199292,205250,58,8.2,Gonzales,44.65,4.8
2916,2916,67,08/01/16,8,2918500,364812,320000,63,8.6,Gonzales,44.72,4.6
2917,2917,68,09/01/16,6,929100,154850,162450,68,9.5,Gonzales,45.18,4.6
2918,2918,69,10/01/16,6,1245800,207633,187450,62,8.5,Gonzales,49.78,4.1
2919,2919,70,11/01/16,17,1464632,86155,49244,55,6.7,Gonzales,45.66,3.8
2920,2920,71,12/01/16,5,845400,169080,207500,58,7.2,Gonzales,51.97,4.1
95,95,0,01/01/11,70,11926588,170380,168052,,,Guadalupe,89.17,6.9
96,96,1,02/01/11,88,13808445,156914,150000,,,Guadalupe,88.58,6.6
97,97,2,03/01/11,131,20943149,159871,157000,,,Guadalupe,102.86,6.3
98,98,3,04/01/11,133,21632252,162649,156990,,,Guadalupe,109.53,6.1
99,99,4,05/01/11,159,26333193,165618,156000,,,Guadalupe,100.9,6.2
100,100,5,06/01/11,185,35019237,189293,162990,,,Guadalupe,96.26,7.1
101,101,6,07/01/11,155,32300989,208393,165925,,,Guadalupe,97.3,7
102,102,7,08/01/11,128,22430970,175242,167600,,,Guadalupe,86.33,6.8
103,103,8,09/01/11,168,30291312,180305,158250,,,Guadalupe,85.52,6.7
104,104,9,10/01/11,123,21225210,172563,156433,,,Guadalupe,86.32,6.3
105,105,10,11/01/11,116,19646657,169368,168950,,,Guadalupe,97.16,6
106,106,11,12/01/11,105,18747486,178547,164900,,,Guadalupe,98.56,5.8
107,107,12,01/01/12,84,12124011,144333,150000,,,Guadalupe,100.27,6.2
108,108,13,02/01/12,91,14102612,154974,152767,,,Guadalupe,102.2,5.9
109,109,14,03/01/12,129,23381171,181249,166000,,,Guadalupe,106.16,#N/A
110,110,15,04/01/12,127,23080816,181739,167000,,,Guadalupe,103.32,#N/A
111,111,16,05/01/12,144,26268491,182420,159450,,,Guadalupe,94.66,5.5
112,112,17,06/01/12,154,28081653,182348,170000,,,Guadalupe,82.3,6.2
113,113,18,07/01/12,165,31299615,189695,169000,,,Guadalupe,87.9,6.2
114,114,19,08/01/12,208,40226139,193395,173500,,,Guadalupe,94.13,#N/A
115,115,20,09/01/12,159,30568951,192258,169000,,,Guadalupe,94.51,#N/A
116,116,21,10/01/12,133,23405267,175979,175000,,,Guadalupe,89.49,5.4
