,level_0,index,Date,Sales,Dollar Volume,Average Price,Median Price,Total Listings,Months Invntory,County,Oil Price,Unemployment
703,703,38,03/01/14,1901,515830410,271347,170000,,,Dallas,100.8,5.8
704,704,39,04/01/14,2101,590728679,281165,170000,,,Dallas,102.07,5.2
705,705,40,05/01/14,2276,676424269,297199,176650,,,Dallas,102.18,5.4
706,706,41,06/01/14,2376,661946906,278597,180000,,,Dallas,105.79,5.7
707,707,42,07/01/14,2255,645353355,286188,177975,,,Dallas,103.59,5.8
708,708,43,08/01/14,2166,564298474,260526,170000,,,Dallas,96.54,5.6
709,709,44,09/01/14,1961,508109654,259107,169900,,,Dallas,93.21,5.2
710,710,45,10/01/14,1992,540206337,271188,167000,,,Dallas,84.4,4.9
711,711,46,11/01/14,1558,407682219,261670,165000,,,Dallas,75.79,4.8
712,712,47,12/01/14,1872,556511093,297282,185000,,,Dallas,59.29,4.4
713,713,48,01/01/15,1229,291355451,237067,155000,3941,2,Dallas,47.22,4.9
714,714,49,02/01/15,1569,448358444,285761,176900,3789,2,Dallas,50.58,4.5
715,715,50,03/01/15,2061,604241136,293179,189999,3736,1.9,Dallas,47.82,4.3
716,716,51,04/01/15,2116,657349503,310657,190000,4039,2.1,Dallas,54.45,4
717,717,52,05/01/15,2283,713296698,312438,200000,4156,2.1,Dallas,59.27,4.2
718,718,53,06/01/15,2417,764748108,316404,205000,4458,2.3,Dallas,59.82,4.5
719,719,54,07/01/15,2509,746063866,297355,190000,4933,2.5,Dallas,50.9,4.5
720,720,55,08/01/15,2331,643084910,275884,184900,4728,2.4,Dallas,42.87,4.3
721,721,56,09/01/15,2112,589456846,279099,180000,5018,2.5,Dallas,45.48,4.2
722,722,57,10/01/15,2025,562176404,277618,187000,4872,2.4,Dallas,46.22,4.1
723,723,58,11/01/15,1647,465266886,282494,180375,4410,2.2,Dallas,42.44,4
724,724,59,12/01/15,2192,662086687,302047,190000,3555,1.7,Dallas,37.19,3.8
725,725,60,01/01/16,1445,365776952,253133,170000,3871,1.9,Dallas,31.68,4
726,726,61,02/01/16,1747,474731334,271741,188750,3960,1.9,Dallas,30.32,3.8
727,727,62,03/01/16,2271,688972257,303378,200000,4178,2,Dallas,37.55,3.9
728,728,63,04/01/16,2310,724233819,313521,210000,4286,2,Dallas,40.75,3.6
729,729,64,05/01/16,2414,804824030,333399,223900,4285,2,Dallas,46.71,3.6
730,730,65,06/01/16,2407,796348977,330847,226001,4604,2.2,Dallas,48.76,4.1
731,731,66,07/01/16,2166,644429165,297520,208000,4833,2.3,Dallas,44.65,4.3
732,732,67,08/01/16,2413,742501523,307709,208000,4668,2.2,Dallas,44.72,4.2
733,733,68,09/01/16,2213,706787820,319380,210000,4901,2.3,Dallas,45.18,4.2
734,734,69,10/01/16,1994,625882695,313883,206500,4726,2.2,Dallas,49.78,3.8
735,735,70,11/01/16,1946,627628317,322522,215000,4352,2,Dallas,45.66,3.6
736,736,71,12/01/16,2016,630075291,312537,216500,3579,1.7,Dallas,51.97,3.8
2564,2564,0,01/01/11,422,90232240,213820,171250,3890,5.5,Denton,56.96,7
2565,2565,1,02/01/11,489,111345399,227700,185000,3914,5.6,Denton,89.17,6.7
2566,2566,2,03/01/11,655,144456590,220544,171450,4107,6,Denton,88.58,6.6
2567,2567,3,04/01/11,756,164966827,218210,172534,4194,6.3,Denton,102.86,6.3
2568,2568,4,05/01/11,850,191694415,225523,186000,4158,6.4,Denton,109.53,6.4
2569,2569,5,06/01/11,933,214374313,229769,185000,4114,6.4,Denton,100.9,7.2
2570,2570,6,07/01/11,905,208346219,230217,187326,4060,6.1,Denton,96.26,7.1
2571,2571,7,08/01/11,913,211015242,231123,179000,3818,5.5,Denton,97.3,6.9
2572,2572,8,09/01/11,755,190270313,252014,175000,3644,5.2,Denton,86.33,6.7
2573,2573,9,10/01/11,633,141854435,224099,184400,3530,5,Denton,85.52,6.3
2574,2574,10,11/01/11,631,141189910,223756,172000,3383,4.8,Denton,86.32,6
2575,2575,11,12/01/11,688,169949916,247020,174960,3138,4.4,Denton,97.16,5.7
2576,2576,12,01/01/12,499,105630501,211684,170500,3128,4.3,Denton,98.56,6.1
2577,2577,13,02/01/12,624,138029765,221202,179995,3201,4.3,Denton,100.27,5.9
2578,2578,14,03/01/12,836,181372058,216952,179750,3316,4.4,Denton,102.2,#N/A
2579,2579,15,04/01/12,957,251309394,262601,185000,3378,4.4,Denton,106.16,#N/A
2580,2580,16,05/01/12,1053,246052058,233668,190000,3467,4.4,Denton,103.32,5.6
2581,2581,17,06/01/12,1100,263278818,239344,199000,3389,4.2,Denton,94.66,6.3
2582,2582,18,07/01/12,1054,247790130,235095,190000,3294,4.1,Denton,82.3,6.3
2583,2583,19,08/01/12,1214,282818714,232964,193654,3097,3.7,Denton,87.9,#N/A
2584,2584,20,09/01/12,839,200586914,239079,194000,2967,3.5,Denton,94.13,#N/A
2585,2585,21,10/01/12,931,203000128,218045,179500,2817,3.2,Denton,94.51,5.3
2586,2586,22,11/01/12,774,181093095,233970,188000,2695,3.1,Denton,89.49,5.2
2587,2587,23,12/01/12,794,186750685,235202,194000,2482,2.8,Denton,86.53,#N/A
2588,2588,24,01/01/13,683,149944864,219539,182500,2466,2.7,Denton,87.86,5.8
2589,2589,25,02/01/13,747,164325268,219980,180000,2454,2.7,Denton,94.76,5.5
2590,2590,26,03/01/13,1058,258594509,244418,198500,2500,2.7,Denton,95.31,5.4
2591,2591,27,04/01/13,1219,306707684,251606,207500,2523,2.6,Denton,92.94,5.1
2592,2592,28,05/01/13,1395,349481102,250524,213000,2604,2.6,Denton,92.02,5.3
2593,2593,29,06/01/13,1333,346291523,259784,215000,2687,2.7,Denton,94.51,5.9
2594,2594,30,07/01/13,1417,364234873,257046,214300,2771,2.7,Denton,95.77,5.7
2595,2595,31,08/01/13,1432,374368022,261430,215950,2703,2.6,Denton,104.67,5.4
2596,2596,32,09/01/13,1099,267445559,243354,196000,2633,2.5,Denton,106.57,5.2
2597,2597,33,10/01/13,969,239621119,247287,203750,2543,2.4,Denton,106.29,5.1
2598,2598,34,11/01/13,864,207104058,239704,202000,2408,2.2,Denton,100.54,4.8
2599,2599,35,12/01/13,861,213745624,248253,202000,2268,2.1,Denton,93.86,4.5
2600,2600,36,01/01/14,614,146887416,239230,197350,2290,2.1,Denton,97.63,4.9
2601,2601,37,02/01/14,765,189160713,247269,204900,2344,2.2,Denton,94.62,4.9
2602,2602,38,03/01/14,1047,272482498,260251,215000,2334,2.2,Denton,100.82,4.8
2603,2603,39,04/01/14,1123,294024890,261821,220000,2437,2.3,Denton,100.8,4.2
2604,2604,40,05/01/14,1315,358924928,272947,225500,2613,2.4,Denton,102.07,4.4
2605,2605,41,06/01/14,1458,399615866,274085,235000,2679,2.5,Denton,102.18,4.8
2606,2606,42,07/01/14,1453,392502975,270133,230000,2747,2.5,Denton,105.79,4.9
2607,2607,43,08/01/14,1396,365408869,261754,224450,2683,2.5,Denton,103.59,4.7
2608,2608,44,09/01/14,1126,317175410,281683,220950,2513,2.3,Denton,96.54,4.3
2609,2609,45,10/01/14,1108,289538260,261316,215000,2439,2.2,Denton,93.21,4
2610,2610,46,11/01/14,823,221363623,268972,225000,2296,2.1,Denton,84.4,3.9
2611,2611,47,12/01/14,1032,290413664,281409,235000,2131,1.9,Denton,75.79,3.5
2612,2612,48,01/01/15,655,186249624,284351,232000,1925,1.7,Denton,59.29,4
2613,2613,49,02/01/15,803,221332155,275632,228736,1931,1.7,Denton,47.22,3.7
2614,2614,50,03/01/15,1066,307190471,288171,247132,2001,1.8,Denton,50.58,3.6
2615,2615,51,04/01/15,1152,332445231,288581,251750,2243,2,Denton,47.82,3.3
2616,2616,52,05/01/15,1362,412789735,303076,265000,2389,2.1,Denton,54.45,3.5
2617,2617,53,06/01/15,1559,469618604,301231,257000,2661,2.4,Denton,59.27,3.8
2618,2618,54,07/01/15,1532,446376264,291368,246548,2954,2.6,Denton,59.82,3.8
2619,2619,55,08/01/15,1453,438386642,301711,250000,2670,2.3,Denton,50.9,3.6
2620,2620,56,09/01/15,1241,347802303,280260,240000,2649,2.3,Denton,42.87,3.5
2621,2621,57,10/01/15,1054,309614671,293752,247250,2551,2.2,Denton,45.48,3.4
2622,2622,58,11/01/15,842,250830283,297898,255603,2426,2.1,Denton,46.22,3.4
2623,2623,59,12/01/15,1124,345087757,307018,257900,2074,1.8,Denton,42.44,3.2
2624,2624,60,01/01/16,697,207855576,298215,248500,2207,1.9,Denton,37.19,3.4
2625,2625,61,02/01/16,957,280002794,292584,245000,2276,1.9,Denton,31.68,3.2
2626,2626,62,03/01/16,1292,412688046,319418,274950,2391,2,Denton,30.32,3.4
2627,2627,63,04/01/16,1230,382654914,311102,265000,2578,2.2,Denton,37.55,3.1
2628,2628,64,05/01/16,1431,459095169,320821,277884,2667,2.2,Denton,40.75,3.1
2629,2629,65,06/01/16,1521,511225407,336111,282148,2822,2.4,Denton,46.71,3.6
2630,2630,66,07/01/16,1417,457817979,323090,279900,3001,2.5,Denton,48.76,3.8
2631,2631,67,08/01/16,1525,484746942,317867,269285,2910,2.4,Denton,44.65,3.7
2632,2632,68,09/01/16,1319,411492841,311973,263880,2773,2.3,Denton,44.72,3.6
2633,2633,69,10/01/16,1112,344497406,309800,269050,2671,2.2,Denton,45.18,3.3
2634,2634,70,11/01/16,1005,317474643,315895,275000,2433,2,Denton,49.78,3.1
2635,2635,71,12/01/16,1176,379252629,322494,280750,2078,1.7,Denton,45.66,3.4
1235,1235,0,01/01/11,50,6387255,127745,122412,,,Ector,89.17,7.2
1236,1236,1,02/01/11,46,6552420,142444,133500,,,Ector,88.58,6.8
1237,1237,2,03/01/11,110,15771577,143378,139500,,,Ector,102.86,6.4
1238,1238,3,04/01/11,94,13235019,140798,135000,,,Ector,109.53,6.1
1239,1239,4,05/01/11,93,13546137,145657,136000,,,Ector,100.9,6.1
1240,1240,5,06/01/11,90,14223291,158037,137320,,,Ector,96.26,6.8
1241,1241,6,07/01/11,82,12714765,155058,139500,,,Ector,97.3,6.6
1242,1242,7,08/01/11,85,12862792,151327,145000,,,Ector,86.33,6.3
1243,1243,8,09/01/11,82,12483320,152236,136870,,,Ector,85.52,5.9
1244,1244,9,10/01/11,86,12840290,149306,149500,,,Ector,86.32,5.5
1245,1245,10,11/01/11,80,10463541,130794,115675,,,Ector,97.16,5.1
1246,1246,11,12/01/11,70,10769100,153844,136000,,,Ector,98.56,4.9
1247,1247,12,01/01/12,73,11867255,162565,144565,,,Ector,100.27,5.1
1248,1248,13,02/01/12,90,14754485,163939,138495,,,Ector,102.2,4.9
1249,1249,14,03/01/12,106,16775666,158261,140250,,,Ector,106.16,#N/A
1250,1250,15,04/01/12,96,14562328,151691,136000,,,Ector,103.32,#N/A
1251,1251,16,05/01/12,103,16902824,164105,157000,,,Ector,94.66,4.5
1252,1252,17,06/01/12,112,18709983,167053,150000,,,Ector,82.3,5.2
1253,1253,18,07/01/12,99,15055580,152077,140000,,,Ector,87.9,5.1
1254,1254,19,08/01/12,124,21731590,175255,153375,,,Ector,94.13,#N/A
1255,1255,20,09/01/12,104,16655887,160153,154500,,,Ector,94.51,#N/A
1256,1256,21,10/01/12,90,14266376,158515,151600,,,Ector,89.49,4.2
1257,1257,22,11/01/12,96,15174404,158067,149950,,,Ector,86.53,4.1
1258,1258,23,12/01/12,68,12256163,180238,157002,,,Ector,87.86,#N/A
1259,1259,24,01/01/13,75,13582297,181097,150305,,,Ector,94.76,4.6
1260,1260,25,02/01/13,69,10963619,158893,148000,,,Ector,95.31,4.3
1261,1261,26,03/01/13,106,18031145,170105,152692,,,Ector,92.94,4.2
1262,1262,27,04/01/13,118,19153006,162314,151092,,,Ector,92.02,4
1263,1263,28,05/01/13,106,20802507,196250,164950,,,Ector,94.51,4.3
1264,1264,29,06/01/13,117,22395159,191412,155900,,,Ector,95.77,5
1265,1265,30,07/01/13,111,20562760,185250,166000,,,Ector,104.67,4.7
1266,1266,31,08/01/13,133,24245742,182299,168000,,,Ector,106.57,4.5
1267,1267,32,09/01/13,83,15126844,182251,169500,,,Ector,106.29,4.2
1268,1268,33,10/01/13,99,19207001,194010,152600,,,Ector,100.54,4.1
1269,1269,34,11/01/13,73,13377581,183255,160000,,,Ector,93.86,3.9
1270,1270,35,12/01/13,103,19887185,193079,170000,,,Ector,97.63,3.7
1271,1271,36,01/01/14,67,10018518,149530,141900,,,Ector,94.62,3.9
1272,1272,37,02/01/14,63,10544599,167375,150000,,,Ector,100.82,3.9
1273,1273,38,03/01/14,104,19539816,187883,163450,,,Ector,100.8,3.7
1274,1274,39,04/01/14,106,20372700,192195,160000,,,Ector,102.07,3.2
1275,1275,40,05/01/14,114,21499386,188591,174950,,,Ector,102.18,3.5
1276,1276,41,06/01/14,142,27562518,194102,173500,,,Ector,105.79,3.8
1277,1277,42,07/01/14,130,24811444,190857,175000,,,Ector,103.59,3.8
1278,1278,43,08/01/14,113,21470286,190003,173500,,,Ector,96.54,3.5
1279,1279,44,09/01/14,107,21218849,198307,183500,,,Ector,93.21,3.2
1280,1280,45,10/01/14,106,19515793,184111,171250,,,Ector,84.4,3
1281,1281,46,11/01/14,104,24254990,233221,194950,,,Ector,75.79,2.9
1282,1282,47,12/01/14,107,20954767,195839,173000,,,Ector,59.29,2.8
1283,1283,48,01/01/15,65,10040440,154468,159000,290,2.8,Ector,47.22,3.4
1284,1284,49,02/01/15,65,11290784,173704,165000,284,2.7,Ector,50.58,3.7
1285,1285,50,03/01/15,95,19068774,200724,184500,280,2.7,Ector,47.82,3.9
1286,1286,51,04/01/15,114,21025881,184438,169950,290,2.8,Ector,54.45,4.1
1287,1287,52,05/01/15,93,18891588,203135,179500,283,2.7,Ector,59.27,4.5
1288,1288,53,06/01/15,115,22112644,192284,178000,283,2.8,Ector,59.82,5
1289,1289,54,07/01/15,125,22640120,181121,179900,291,2.9,Ector,50.9,5.1
1290,1290,55,08/01/15,93,20179790,216987,195000,320,3.2,Ector,42.87,5
1291,1291,56,09/01/15,110,21293874,193581,170500,361,3.6,Ector,45.48,5.1
1292,1292,57,10/01/15,95,18282011,192442,175000,370,3.8,Ector,46.22,5.2
1293,1293,58,11/01/15,64,12121530,189399,152500,401,4.2,Ector,42.44,5.3
1294,1294,59,12/01/15,82,15816417,192883,180500,393,4.2,Ector,37.19,5.1
1295,1295,60,01/01/16,57,10646754,186785,170000,402,4.4,Ector,31.68,5.4
1296,1296,61,02/01/16,72,13418654,186370,162450,429,4.6,Ector,30.32,5.6
1297,1297,62,03/01/16,91,16525284,181597,169900,453,4.9,Ector,37.55,6.1
1298,1298,63,04/01/16,112,20598632,183916,165000,451,4.9,Ector,40.75,6.2
1299,1299,64,05/01/16,100,16577673,165777,161000,462,5,Ector,46.71,6.1
1300,1300,65,06/01/16,121,23949189,197927,175000,460,4.9,Ector,48.76,6.7
1301,1301,66,07/01/16,74,12854172,173705,164750,495,5.5,Ector,44.65,6.8
1302,1302,67,08/01/16,123,21527406,175020,156500,521,5.7,Ector,44.72,6.8
1303,1303,68,09/01/16,79,14408912,182391,170000,478,5.4,Ector,45.18,6.6
1304,1304,69,10/01/16,97,16998224,175239,169000,493,5.5,Ector,49.78,5.7
1305,1305,70,11/01/16,77,13987157,181651,175000,459,5.1,Ector,45.66,5.3
1306,1306,71,12/01/16,95,16854058,177411,165000,427,4.7,Ector,51.97,5.4
2754,2754,0,01/01/11,299,43598723,145815,128100,,,El_Paso,56.96,#N/A
2755,2755,1,02/01/11,296,44707658,151039,131725,,,El_Paso,89.17,#N/A
2756,2756,2,03/01/11,437,66720863,152679,129500,,,El_Paso,88.58,#N/A
2757,2757,3,04/01/11,438,65298699,149084,129475,,,El_Paso,102.86,#N/A
2758,2758,4,05/01/11,429,63363839,147701,129450,,,El_Paso,109.53,#N/A
2759,2759,5,06/01/11,474,72139301,152193,130000,,,El_Paso,100.9,#N/A
2760,2760,6,07/01/11,469,72869007,155371,129950,,,El_Paso,96.26,#N/A
2761,2761,7,08/01/11,556,87924399,158137,139800,,,El_Paso,97.3,#N/A
2762,2762,8,09/01/11,449,65879753,146726,130000,,,El_Paso,86.33,#N/A
2763,2763,9,10/01/11,442,68195166,154288,134950,,,El_Paso,85.52,#N/A
2764,2764,10,11/01/11,384,60580560,157762,134975,,,El_Paso,86.32,#N/A
2765,2765,11,12/01/11,435,67663971,155549,135950,,,El_Paso,97.16,#N/A
2766,2766,12,01/01/12,308,45245293,146900,129475,,,El_Paso,98.56,#N/A
2767,2767,13,02/01/12,373,58197233,156025,135950,,,El_Paso,100.27,#N/A
2768,2768,14,03/01/12,417,59649713,143045,125000,,,El_Paso,102.2,#N/A
2769,2769,15,04/01/12,490,72696043,148359,132000,,,El_Paso,106.16,#N/A
2770,2770,16,05/01/12,491,74274902,151273,132500,,,El_Paso,103.32,#N/A
2771,2771,17,06/01/12,517,78049202,150966,135000,,,El_Paso,94.66,#N/A
2772,2772,18,07/01/12,507,78304222,154446,140000,,,El_Paso,82.3,#N/A
2773,2773,19,08/01/12,536,87345749,162958,142475,,,El_Paso,87.9,#N/A
2774,2774,20,09/01/12,510,78803125,154516,134950,,,El_Paso,94.13,#N/A
2775,2775,21,10/01/12,529,85214421,161086,138950,,,El_Paso,94.51,#N/A
2776,2776,22,11/01/12,468,73100620,156198,141958,,,El_Paso,89.49,#N/A
2777,2777,23,12/01/12,532,85868174,161406,146975,,,El_Paso,86.53,#N/A
2778,2778,24,01/01/13,393,56550766,143895,134000,,,El_Paso,87.86,#N/A
2779,2779,25,02/01/13,343,53014938,154563,136500,,,El_Paso,94.76,#N/A
2780,2780,26,03/01/13,457,71057159,155486,140000,,,El_Paso,95.31,#N/A
2781,2781,27,04/01/13,514,79729487,155116,135000,,,El_Paso,92.94,#N/A
2782,2782,28,05/01/13,481,72328208,150370,135000,,,El_Paso,92.02,#N/A
2783,2783,29,06/01/13,493,80787835,163870,140880,,,El_Paso,94.51,#N/A
2784,2784,30,07/01/13,614,102477001,166901,144950,,,El_Paso,95.77,#N/A
2785,2785,31,08/01/13,528,85801981,162504,143975,,,El_Paso,104.67,#N/A
2786,2786,32,09/01/13,488,77701996,159225,139010,,,El_Paso,106.57,#N/A
2787,2787,33,10/01/13,469,78461903,167296,145000,,,El_Paso,106.29,#N/A
2788,2788,34,11/01/13,382,58322305,152676,136500,,,El_Paso,100.54,#N/A
2789,2789,35,12/01/13,509,80589556,158329,143450,,,El_Paso,93.86,#N/A
2790,2790,36,01/01/14,355,54001154,152116,131000,,,El_Paso,97.63,#N/A
2791,2791,37,02/01/14,385,57299754,148831,133000,,,El_Paso,94.62,#N/A
2792,2792,38,03/01/14,511,77944012,152532,135000,,,El_Paso,100.82,#N/A
2793,2793,39,04/01/14,549,83092037,151352,134900,,,El_Paso,100.8,#N/A
2794,2794,40,05/01/14,510,82055331,160893,145000,,,El_Paso,102.07,#N/A
2795,2795,41,06/01/14,623,101632027,163133,144000,,,El_Paso,102.18,#N/A
2796,2796,42,07/01/14,581,96981864,166922,146000,,,El_Paso,105.79,#N/A
2797,2797,43,08/01/14,531,82607166,155569,138000,,,El_Paso,103.59,#N/A
2798,2798,44,09/01/14,487,72645553,149170,136450,,,El_Paso,96.54,#N/A
2799,2799,45,10/01/14,504,80529764,159781,148950,,,El_Paso,93.21,#N/A
2800,2800,46,11/01/14,458,69614835,151997,138925,,,El_Paso,84.4,#N/A
2801,2801,47,12/01/14,533,82978084,155681,143900,,,El_Paso,75.79,#N/A
2802,2802,48,01/01/15,402,60688319,150966,134690,3812,7.5,El_Paso,59.29,#N/A
2803,2803,49,02/01/15,383,61381696,160266,138950,3848,7.6,El_Paso,47.22,#N/A
2804,2804,50,03/01/15,588,91600797,155784,139000,3814,7.4,El_Paso,50.58,#N/A
2805,2805,51,04/01/15,623,93942233,150790,135700,3821,7.4,El_Paso,47.82,#N/A
2806,2806,52,05/01/15,591,93132482,157585,142950,3770,7.2,El_Paso,54.45,#N/A
2807,2807,53,06/01/15,682,116113711,170255,146700,3908,7.4,El_Paso,59.27,#N/A
2808,2808,54,07/01/15,665,110954394,166849,146900,3971,7.4,El_Paso,59.82,#N/A
2809,2809,55,08/01/15,624,99024197,158693,142000,3845,7.1,El_Paso,50.9,#N/A
2810,2810,56,09/01/15,572,88527897,154769,140000,3920,7.1,El_Paso,42.87,#N/A
2811,2811,57,10/01/15,578,87811266,151923,139450,3874,6.9,El_Paso,45.48,#N/A
2812,2812,58,11/01/15,477,78074793,163679,147950,3717,6.6,El_Paso,46.22,#N/A
2813,2813,59,12/01/15,568,92063622,162084,144600,3702,6.6,El_Paso,42.44,#N/A
2814,2814,60,01/01/16,387,58995710,152444,137207,3728,6.6,El_Paso,37.19,#N/A
2815,2815,61,02/01/16,449,67519229,150377,136950,3541,6.2,El_Paso,31.68,#N/A
2816,2816,62,03/01/16,635,96545788,152041,138000,3481,6.1,El_Paso,30.32,#N/A
2817,2817,63,04/01/16,590,88459503,149931,137050,3536,6.2,El_Paso,37.55,#N/A
2818,2818,64,05/01/16,674,108006385,160247,145000,3643,6.3,El_Paso,40.75,#N/A
2819,2819,65,06/01/16,691,112251067,162447,148000,3554,6.2,El_Paso,46.71,#N/A
2820,2820,66,07/01/16,660,107060662,162213,144925,3522,6.1,El_Paso,48.76,#N/A
2821,2821,67,08/01/16,695,114309765,164474,146450,3466,6,El_Paso,44.65,#N/A
2822,2822,68,09/01/16,580,93610587,161398,142950,3529,6.1,El_Paso,44.72,#N/A
2823,2823,69,10/01/16,621,105089419,169226,151870,3627,6.2,El_Paso,45.18,#N/A
2824,2824,70,11/01/16,553,90097600,162925,145950,3506,5.9,El_Paso,49.78,#N/A
2825,2825,71,12/01/16,628,101416188,161491,150250,3326,5.6,El_Paso,45.66,#N/A
760,760,0,01/01/11,64,8573030,133954,125950,,,Ellis,89.17,8.1
761,761,1,02/01/11,82,13214119,161148,150600,,,Ellis,88.58,7.9
762,762,2,03/01/11,126,17420097,138255,118000,,,Ellis,102.86,7.7
763,763,3,04/01/11,106,14773888,139376,130000,,,Ellis,109.53,7.4
764,764,4,05/01/11,133,18886825,142006,134000,,,Ellis,100.9,7.6
765,765,5,06/01/11,144,23279171,161661,133650,,,Ellis,96.26,8.6
766,766,6,07/01/11,112,16087827,143641,129000,,,Ellis,97.3,8.4
767,767,7,08/01/11,159,25853614,162601,143500,,,Ellis,86.33,8.1
768,768,8,09/01/11,119,16649008,139908,122500,,,Ellis,85.52,7.8
769,769,9,10/01/11,105,16216322,154441,135000,,,Ellis,86.32,7.5
770,770,10,11/01/11,90,12112218,134580,130148,,,Ellis,97.16,7
771,771,11,12/01/11,144,19305261,134064,121500,,,Ellis,98.56,6.8
772,772,12,01/01/12,97,14441723,148884,150000,,,Ellis,100.27,7.2
773,773,13,02/01/12,99,14391618,145370,136500,,,Ellis,102.2,7.2
774,774,14,03/01/12,139,19444302,139887,124900,,,Ellis,106.16,#N/A
775,775,15,04/01/12,126,19026055,151000,135000,,,Ellis,103.32,#N/A
776,776,16,05/01/12,158,26846799,169916,154075,,,Ellis,94.66,6.6
777,777,17,06/01/12,166,29575191,178164,147450,,,Ellis,82.3,7.4
778,778,18,07/01/12,142,24344681,171441,143250,,,Ellis,87.9,7.3
779,779,19,08/01/12,184,28610088,155490,141815,,,Ellis,94.13,#N/A
780,780,20,09/01/12,134,21262416,158675,143500,,,Ellis,94.51,#N/A
781,781,21,10/01/12,134,23137720,172670,159500,,,Ellis,89.49,6.4
782,782,22,11/01/12,109,17412036,159743,150000,,,Ellis,86.53,6.1
783,783,23,12/01/12,129,20339693,157672,142000,,,Ellis,87.86,#N/A
784,784,24,01/01/13,108,17263110,159844,136950,,,Ellis,94.76,6.9
785,785,25,02/01/13,110,16488718,149897,139500,,,Ellis,95.31,6.6
786,786,26,03/01/13,141,22377378,158705,146500,,,Ellis,92.94,6.3
787,787,27,04/01/13,178,29167004,163860,149458,,,Ellis,92.02,5.9
788,788,28,05/01/13,187,33693836,180181,164500,,,Ellis,94.51,6.1
789,789,29,06/01/13,172,28983058,168506,149750,,,Ellis,95.77,6.8
790,790,30,07/01/13,193,34857592,180609,159900,,,Ellis,104.67,6.5
791,791,31,08/01/13,203,36308824,178861,165000,,,Ellis,106.57,6.2
792,792,32,09/01/13,168,31380293,186787,168950,,,Ellis,106.29,5.8
793,793,33,10/01/13,138,26246709,190194,160850,,,Ellis,100.54,5.7
794,794,34,11/01/13,134,24209519,180668,151750,,,Ellis,93.86,5.4
795,795,35,12/01/13,127,21359279,168183,150000,,,Ellis,97.63,5.1
796,796,36,01/01/14,127,21101342,166152,155000,,,Ellis,94.62,5.5
797,797,37,02/01/14,144,24309849,168818,154950,,,Ellis,100.82,5.5
798,798,38,03/01/14,174,32141132,184719,164500,,,Ellis,100.8,5.3
799,799,39,04/01/14,166,30034017,180928,164995,,,Ellis,102.07,4.6
800,800,40,05/01/14,203,37716282,185794,166000,,,Ellis,102.18,4.9
801,801,41,06/01/14,201,39410345,196071,165000,,,Ellis,105.79,5.4
802,802,42,07/01/14,210,40948284,194992,180000,,,Ellis,103.59,5.4
803,803,43,08/01/14,216,41885939,193916,158775,,,Ellis,96.54,5.2
804,804,44,09/01/14,171,33783736,197566,166000,,,Ellis,93.21,4.7
805,805,45,10/01/14,174,31342247,180128,163000,,,Ellis,84.4,4.4
806,806,46,11/01/14,152,28256025,185895,159500,,,Ellis,75.79,4.2
807,807,47,12/01/14,171,32711711,191297,170000,,,Ellis,59.29,3.8
808,808,48,01/01/15,123,22259460,180971,175000,547,3.1,Ellis,47.22,4.3
809,809,49,02/01/15,141,27938616,198146,174000,526,3,Ellis,50.58,4
810,810,50,03/01/15,201,40328006,200637,175000,498,2.8,Ellis,47.82,3.9
811,811,51,04/01/15,167,34432100,206180,193000,556,3.1,Ellis,54.45,3.5
812,812,52,05/01/15,228,46895537,205682,189890,543,3,Ellis,59.27,3.9
813,813,53,06/01/15,227,48754309,214777,190000,600,3.3,Ellis,59.82,4.3
814,814,54,07/01/15,255,55747552,218618,190000,655,3.5,Ellis,50.9,4.4
815,815,55,08/01/15,229,46169421,201613,185000,568,3,Ellis,42.87,4.1
816,816,56,09/01/15,224,47443139,211800,189900,598,3.1,Ellis,45.48,4
817,817,57,10/01/15,200,39772578,198863,182150,562,2.9,Ellis,46.22,3.8
818,818,58,11/01/15,178,34286753,192622,180750,522,2.7,Ellis,42.44,3.7
819,819,59,12/01/15,187,41100734,219790,204900,448,2.3,Ellis,37.19,3.5
820,820,60,01/01/16,133,28189289,211950,187000,496,2.5,Ellis,31.68,3.7
821,821,61,02/01/16,144,32264822,224061,199812,530,2.7,Ellis,30.32,3.6
822,822,62,03/01/16,216,48099284,222682,209975,503,2.5,Ellis,37.55,3.6
823,823,63,04/01/16,221,63873976,289023,208000,508,2.5,Ellis,40.75,3.4
824,824,64,05/01/16,236,54582380,231281,215000,524,2.6,Ellis,46.71,3.4
825,825,65,06/01/16,294,69850694,237587,220500,550,2.6,Ellis,48.76,4
826,826,66,07/01/16,243,57440524,236381,223000,552,2.6,Ellis,44.65,4.2
827,827,67,08/01/16,252,59687585,236855,219500,565,2.7,Ellis,44.72,4.1
828,828,68,09/01/16,253,58594208,231598,221000,547,2.6,Ellis,45.18,4
829,829,69,10/01/16,192,45600697,237504,219000,536,2.5,Ellis,49.78,3.6
830,830,70,11/01/16,208,50929374,244853,237000,479,2.2,Ellis,45.66,3.4
831,831,71,12/01/16,197,47834359,242814,220000,420,1.9,Ellis,51.97,3.6
950,950,0,01/01/11,2,509500,254750,254750,,,Fayette,89.17,6.3
951,951,1,02/01/11,3,362000,120667,85000,,,Fayette,88.58,5.9
952,952,2,03/01/11,2,325500,162750,162750,,,Fayette,102.86,5.7
